title,description,genres,emotions,emojis
Tony Robbins: I Am Not Your Guru,"Granted unprecedented access, Berlinger captures renowned life and business strategist Tony Robbins behind the scenes of his mega seminar Date with Destiny, pulling back the curtain on this life-altering and controversial event, the zealous participants and the man himself.",['documentation'],"[inspiration, curiosity, empowerment, motivation, awe, introspection, skepticism, revelation]",🎯🔮🌟🔥💡🤔🧠⚡️
Shooter,Bob Lee Swagger is an expert marksman living in exile who is coaxed back into action after learning of a plot to kill the president.,"['action', 'war', 'drama']","[suspense, tension, patriotism, determination, thrill, intrigue, vengeance, satisfaction]",🔫🎯🌍👤🕵️‍♂️💥🇺🇸🏹
The Boys in the Band: Something Personal,"Decades after his play first put gay life center stage, Mart Crowley joins the cast of the 2020 film to reflect on the story's enduring legacy.",['documentation'],"[nostalgia, reflection, pride, appreciation, curiosity, empathy, inspiration, connection]",🎭🌈🎥✨👬🎉📚🎞️
Catch.er,When an ambitious career woman is found murdered on her wedding anniversary her husband becomes the prime suspect. However a police investigation unearths others in her life who may also have a strong motive.,"['crime', 'drama']","[suspense, intrigue, suspicion, curiosity, shock, fear, empathy, relief]",👩‍💼🕵️‍♂️🔍💔💍🔪🕳️🧩
Motu Patlu Aur Khazaane Ki Race,"Motu and Patlu rescue a dog from a group of evil men. They find out that the men were sent by Mr Chamko to steal a locket the dog is wearing, which is the key to a hidden treasure.","['animation', 'action', 'comedy']","[excitement, laughter, curiosity, suspense, bravery, joy, satisfaction, surprise]",🐶🔑🏆🗝️🕵️‍♂️🌟🚀🤣
Money Trap,"Asim Noyan swindles people with his lies and games. Asim Noyan and his gang, who no one else has been able to catch, get into a ruse again.","['action', 'comedy', 'crime', 'drama']","[suspense, amusement, anticipation, thrill, surprise, intrigue, satisfaction, amusement]",🕵️‍♂️🃏💰🤔🔍🎉🤣🔫
The Endless Trench,"A small village in Huelva, Andalusia, Spain, 1936. Higinio and Rosa have been married only for a few months when the Civil War breaks out. Higinio, being afraid of possible reprisals from the rebel faction, decides to use a hole dug in his own house as a temporary hideout.","['drama', 'history', 'thriller', 'war', 'action', 'european']","[fear, tension, resilience, love, hope, survival, suspense, longing]",🛡️🔥🏚️🔍👫💔🕳️🏃‍♂️
"Hello, Love, Goodbye",A bartender romances a domestic helper despite the fact that she is moving to Canada.,"['drama', 'romance']","['romance', 'longing', 'hope', 'heartbreak', 'determination', 'uncertainty', 'nostalgia', 'optimism']",💔🇨🇦🍻👥🌍🤔😢❤️
Cheer,"The stakes on the mat are high, but for these cheerleaders, the only thing more brutal than their workouts and more exceptional than their performances are the stories of adversity and triumph behind the athletes themselves.","['documentation', 'sport', 'reality']","[inspiration, determination, empathy, excitement, triumph, adrenaline, camaraderie, awe]",💪👏🤩🎉🔥👭🙌🤯
Menace II Society,A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,"['drama', 'crime', 'thriller']","[drama, tension, empathy, despair, hope, anger, vulnerability, reflection]",🏙️🔫🚶‍♂️💰🔥👊🎢🌃🔁
Oh My Ghost,"Jiew is a modest girl who works at a restaurant washing dishes and is in love with Artit, the chef. She huddles in a cramped little room, doesn't sleep at night, and is always late for work. But she has a big secret: she sees ghosts. And Khaopun, a virgin ghost who doesn't understand why her soul can't go to heaven, doesn't leave Jiew alone. Khaopun is sure that only losing her virginity will help her to ascend to heaven, and therefore she uses Jiew's body to seduce Artit and achieve what she wants.",['drama'],"[romance, comedy, suspense, intrigue, surprise, empathy, confusion, amusement]",👻❤️🍳👀🔮🕒👻👀🍳👻
Forgive Us Our Trespasses,"In 1939 Germany, a disabled farm boy is pursued by Nazi soldiers after Hitler enacts Aktion T4; a program to euthanize people with disabilities.","['war', 'drama']","[fear, empathy, anger, sadness, hope, determination, shock, inspiration]",🎯🔥🛡️💔🌟👊😱💪
The Prince Who Turns into a Frog,"The Prince Who Turns Into a Frog is a 2005 Taiwanese drama starring Ming Dow and Sam Wang of boyband 183 Club; and Joe Chen and Joyce Zhao of girl group 7 Flowers, as well as all the members of the former and two members of the latter, who are signed by Jungiery Entertainment. It was produced by Sanlih E-Television and directed by Chen Ming Zhang and Liu Jun Jie.

The series was first broadcast in Taiwan on free-to-air Taiwan Television from 5 June 2005 to 16 October 2005, every Sunday at 21:30 and cable TV Sanlih E-Television from 11 June 2005 to 22 October 2005, every Saturday at 21:00.

Episode seven was broadcast on 17 July 2005, it achieved an average rating of 7.05 and peaked at 8.05, which broke the previous average record of 6.43 held by Meteor Garden and was the highest peak for a single episode for a Taiwanese drama until it was broken by episode 13 of Fated To Love You which peaked at 8.13 in 2008.","['drama', 'comedy', 'romance']","[romance, comedy, nostalgia, intrigue, anticipation, happiness, surprise, heartbreak]",👑🐸👫💔💕🤣🔥✨
Hand Rolled Cigarette,"A retired British Chinese soldier, a young South Asian man, an encounter at Chungking Mansions.  Coincidentally, they both offended the same gang boss. What has given them a new lease of life and how do they rediscover themselves through each other’s company…",['thriller'],"[suspense, intrigue, camaraderie, redemption, mystery, tension, empathy, curiosity]",🕵️‍♂️💥🤝🔓🧩🔥🤔😮
Care Bears and Cousins,Care Bears and Cousins,['animation'],"[happiness, nostalgia, warmth, kindness, friendship, love, joy, innocence]",🐻💕🌈
The Price of Success,A comedian's relationship with his family crumbles when his career begins to take off.,"['drama', 'comedy', 'european']","[drama, humor, tension, heartbreak, introspection, ambition, disappointment, reconciliation]",🤣😢😔🎭👪💔💼🤝
ReMastered: Massacre at the Stadium,"For years, the murder of Chilean protest singer Victor Jara was blamed on an official in Pinochet's army. Now in exile, he tries to exonerate himself.","['documentation', 'drama']","[shock, anger, sadness, determination, justice, empathy, frustration, hope]",🇨🇱💔🔍🎵🎤🎶⚖️🌹
The Next Step,Follow the lives of an elite group of young dancers who train at The Next Step Studio.,"['drama', 'family', 'romance']","[inspiration, determination, joy, anticipation, friendship, competition, love, nostalgia]",💃🏻🕺🏻🏆🎉👯‍♀️🔥🌟😊
Toc Toc,Toc Toc follows the adventures and misadventures of a group of patients with OCD dated at the same time.,"['comedy', 'family', 'fantasy', 'european']","[laughter, empathy, curiosity, amusement, sympathy, relief, satisfaction, joy]",🤣😂😄🤔😄🥳😊🎉
Army of Thieves,A mysterious woman recruits bank teller Ludwig Dieter to lead a group of aspiring thieves on a top-secret heist during the early stages of the zombie apocalypse.,"['comedy', 'crime', 'thriller', 'scifi', 'horror', 'romance', 'action']","[suspense, excitement, humor, curiosity, fear, romance, action, surprise]",🧟‍♂️💰🔒🔫💑🏃‍♂️💣🤯
Baki Hanma,"To gain the skills he needs to surpass his powerful father, Baki enters Arizona State Prison to take on the notorious inmate known as Mr. Unchained.","['animation', 'action', 'drama', 'sport', 'thriller']","[intensity, anticipation, determination, exhilaration, suspense, rivalry, perseverance, triumph]",🥊🔥🔓🔪🔗🤼‍♂️🔥🏆
Trust No One: The Hunt for the Crypto King,"When the young founder of a collapsing cryptocurrency exchange dies unexpectedly, irate investors suspect there's more to his death than meets the eye.","['documentation', 'crime']","[suspense, intrigue, curiosity, frustration, determination, betrayal, satisfaction, caution]",🕵️‍♂️💰🔎🤔💔💼💯🚫
Rogue Warfare: Death of a Nation,"After rescuing Daniel from the terrorist Black Mask Organization, the team uncovers plans for a deadly bomb set to detonate in 36 hours that threatens world order. With no time to recover, Daniel must throw his life back on the line as he and his elite team of soldiers race against time to find the bomb and defeat their enemy once and for all. Outnumbered and overmatched, each soldier must find their inner strength and skill to overcome insurmountable odds.","['war', 'action']","[tension, suspense, bravery, determination, urgency, adrenaline, triumph, patriotism]",💣🌍🔥🕒👥💪🏼💥🏆
The Toys That Made Us,The minds behind history's most iconic toy franchises discuss the rise -- and sometimes fall -- of their billion-dollar creations.,"['documentation', 'comedy', 'history']","[nostalgia, curiosity, amusement, inspiration, pride, joy, surprise, reflection]",🎮🔥📚🤔🎉🌟😄😲
Condom Lead,"A dream of the hope for intimacy and love in a brutal, divisive world.",['drama'],"[hope, longing, vulnerability, empathy, despair, resilience, compassion, love]",❤️🌍🌈🔥💔🌹💪🤝
"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom","A retelling of the Drum Island storyline from the manga. It features Franky, Nico Robin, and the Thousand Sunny, who weren't present in the original version.","['action', 'comedy', 'animation', 'drama', 'fantasy']","[excitement, humor, nostalgia, awe, anticipation, friendship, courage, determination]",🏴‍☠️🌸🌬️🍒🎉🤣👀💪
Kongsi Raya,"Jack - a Chinese chef-manager who is in-line to take over his family`s restaurant and Sharifah, a TV programme producer for her celebrity chef father Rahim - are crazy in love. But both their fathers are against their relationship and it all escalates in intensity until the two families challenge each other in a televised cooking competition. Jack and Sharifah must find a solution before all of that gets out of hand.",['comedy'],"[laughter, romance, suspense, anticipation, determination, conflict, unity, triumph]",😂❤️🔥🤔🤝🔪🍳💪
